ItemCode,ItemName,ds,y,inventario
ACEI-EIFFEL-SINT-0012,ACEITE 10W30 LTS F/SINT/PRESTI ULTIMATE EIFFEL,2024-08-01,33.0,1634.0
ACEI-EIFFEL-SINT-0012,ACEITE 10W30 LTS F/SINT/PRESTI ULTIMATE EIFFEL,2024-09-01,0.0,1647.0
ACEI-EIFFEL-SINT-0012,ACEITE 10W30 LTS F/SINT/PRESTI ULTIMATE EIFFEL,2024-10-01,12.0,1635.0
ACEI-EIFFEL-SINT-0012,ACEITE 10W30 LTS F/SINT/PRESTI ULTIMATE EIFFEL,2024-11-01,0.0,1635.0
ACEI-EIFFEL-SINT-0012,ACEITE 10W30 LTS F/SINT/PRESTI ULTIMATE EIFFEL,2024-12-01,12.0,1621.0
ACEI-EIFFEL-SINT-0012,ACEITE 10W30 LTS F/SINT/PRESTI ULTIMATE EIFFEL,2025-01-01,0.0,1621.0
ACEI-EIFFEL-SINT-0012,ACEITE 10W30 LTS F/SINT/PRESTI ULTIMATE EIFFEL,2025-02-01,12.0,1609.0
ACEI-EIFFEL-SINT-0012,ACEITE 10W30 LTS F/SINT/PRESTI ULTIMATE EIFFEL,2025-03-01,0.0,1609.0
ACEI-EIFFEL-SINT-0013,ACEITE 10W30 GARRAFA GASO. F/SINT/PRESTI ULTIMATE EIFFEL,2025-04-01,32.0,218.0
ACEI-EIFFEL-SINT-0013,ACEITE 10W30 GARRAFA GASO. F/SINT/PRESTI ULTIMATE EIFFEL,2025-05-01,14.0,204.0
ACEI-EIFFEL-SINT-0013,ACEITE 10W30 GARRAFA GASO. F/SINT/PRESTI ULTIMATE EIFFEL,2025-06-01,0.0,204.0
ACEI-EIFFEL-SINT-0013,ACEITE 10W30 GARRAFA GASO. F/SINT/PRESTI ULTIMATE EIFFEL,2024-07-01,19.0,281.0
ACEI-EIFFEL-SINT-0013,ACEITE 10W30 GARRAFA GASO. F/SINT/PRESTI ULTIMATE EIFFEL,2024-08-01,9.0,272.0
ACEI-EIFFEL-SINT-0013,ACEITE 10W30 GARRAFA GASO. F/SINT/PRESTI ULTIMATE EIFFEL,2024-09-01,1.0,277.0
ACEI-EIFFEL-SINT-0013,ACEITE 10W30 GARRAFA GASO. F/SINT/PRESTI ULTIMATE EIFFEL,2024-10-01,2.0,275.0
ACEI-EIFFEL-SINT-0013,ACEITE 10W30 GARRAFA GASO. F/SINT/PRESTI ULTIMATE EIFFEL,2024-11-01,0.0,275.0
ACEI-EIFFEL-SINT-0013,ACEITE 10W30 GARRAFA GASO. F/SINT/PRESTI ULTIMATE EIFFEL,2024-12-01,16.0,259.0
ACEI-EIFFEL-SINT-0013,ACEITE 10W30 GARRAFA GASO. F/SINT/PRESTI ULTIMATE EIFFEL,2025-01-01,1.0,257.0
ACEI-EIFFEL-SINT-0013,ACEITE 10W30 GARRAFA GASO. F/SINT/PRESTI ULTIMATE EIFFEL,2025-02-01,1.0,256.0
ACEI-EIFFEL-SINT-0013,ACEITE 10W30 GARRAFA GASO. F/SINT/PRESTI ULTIMATE EIFFEL,2025-03-01,5.0,250.0
ACEI-EIFFEL-SINT-0014,ACEITE 5W20 LITS F/SINT/OPERA ULTIMATE EIFFEL,2025-04-01,20.0,402.0
ACEI-EIFFEL-SINT-0014,ACEITE 5W20 LITS F/SINT/OPERA ULTIMATE EIFFEL,2025-05-01,85.0,317.0
ACEI-EIFFEL-SINT-0014,ACEITE 5W20 LITS F/SINT/OPERA ULTIMATE EIFFEL,2025-06-01,0.0,317.0
ACEI-EIFFEL-SINT-0014,ACEITE 5W20 LITS F/SINT/OPERA ULTIMATE EIFFEL,2024-07-01,24.0,548.0
ACEI-EIFFEL-SINT-0014,ACEITE 5W20 LITS F/SINT/OPERA ULTIMATE EIFFEL,2024-08-01,24.0,524.0
ACEI-EIFFEL-SINT-0014,ACEITE 5W20 LITS F/SINT/OPERA ULTIMATE EIFFEL,2024-09-01,0.0,524.0
ACEI-EIFFEL-SINT-0014,ACEITE 5W20 LITS F/SINT/OPERA ULTIMATE EIFFEL,2024-10-01,17.0,507.0
ACEI-EIFFEL-SINT-0014,ACEITE 5W20 LITS F/SINT/OPERA ULTIMATE EIFFEL,2024-11-01,12.0,495.0
ACEI-EIFFEL-SINT-0014,ACEITE 5W20 LITS F/SINT/OPERA ULTIMATE EIFFEL,2024-12-01,18.0,476.0
ACEI-EIFFEL-SINT-0014,ACEITE 5W20 LITS F/SINT/OPERA ULTIMATE EIFFEL,2025-01-01,17.0,459.0
ACEI-EIFFEL-SINT-0014,ACEITE 5W20 LITS F/SINT/OPERA ULTIMATE EIFFEL,2025-02-01,9.0,450.0
ACEI-EIFFEL-SINT-0014,ACEITE 5W20 LITS F/SINT/OPERA ULTIMATE EIFFEL,2025-03-01,29.0,422.0
ACEI-EIFFEL-SINT-0015,ACEITE 5W40 LTS F/SINT/OPERA ULTIMATE EIFFEL,2025-04-01,8.0,596.0
ACEI-EIFFEL-SINT-0015,ACEITE 5W40 LTS F/SINT/OPERA ULTIMATE EIFFEL,2025-05-01,10.0,586.0
ACEI-EIFFEL-SINT-0015,ACEITE 5W40 LTS F/SINT/OPERA ULTIMATE EIFFEL,2025-06-01,0.0,586.0
ACEI-EIFFEL-SINT-0015,ACEITE 5W40 LTS F/SINT/OPERA ULTIMATE EIFFEL,2024-07-01,0.0,624.0
ACEI-EIFFEL-SINT-0015,ACEITE 5W40 LTS F/SINT/OPERA ULTIMATE EIFFEL,2024-08-01,24.0,600.0
ACEI-EIFFEL-SINT-0015,ACEITE 5W40 LTS F/SINT/OPERA ULTIMATE EIFFEL,2024-09-01,0.0,599.0
ACEI-EIFFEL-SINT-0015,ACEITE 5W40 LTS F/SINT/OPERA ULTIMATE EIFFEL,2024-10-01,0.0,599.0
ACEI-EIFFEL-SINT-0015,ACEITE 5W40 LTS F/SINT/OPERA ULTIMATE EIFFEL,2024-11-01,0.0,599.0
ACEI-EIFFEL-SINT-0015,ACEITE 5W40 LTS F/SINT/OPERA ULTIMATE EIFFEL,2024-12-01,0.0,599.0
ACEI-EIFFEL-SINT-0015,ACEITE 5W40 LTS F/SINT/OPERA ULTIMATE EIFFEL,2025-01-01,0.0,599.0
ACEI-EIFFEL-SINT-0015,ACEITE 5W40 LTS F/SINT/OPERA ULTIMATE EIFFEL,2025-02-01,-18.0,617.0
ACEI-EIFFEL-SINT-0015,ACEITE 5W40 LTS F/SINT/OPERA ULTIMATE EIFFEL,2025-03-01,13.0,604.0
ACEI-EIFFEL-SINT-0017,ACEITE SEA 50 1 LT DIESEL EIFFEL,2025-04-01,12.0,1188.0
ACEI-EIFFEL-SINT-0017,ACEITE SEA 50 1 LT DIESEL EIFFEL,2025-05-01,3.0,1185.0
ACEI-EIFFEL-SINT-0017,ACEITE SEA 50 1 LT DIESEL EIFFEL,2025-06-01,0.0,1185.0
ACEI-EIFFEL-SINT-0017,ACEITE SEA 50 1 LT DIESEL EIFFEL,2024-07-01,0.0,0.0
ACEI-EIFFEL-SINT-0017,ACEITE SEA 50 1 LT DIESEL EIFFEL,2024-08-01,0.0,0.0
ACEI-EIFFEL-SINT-0017,ACEITE SEA 50 1 LT DIESEL EIFFEL,2024-09-01,0.0,0.0
ACEI-EIFFEL-SINT-0017,ACEITE SEA 50 1 LT DIESEL EIFFEL,2024-10-01,0.0,0.0
ACEI-EIFFEL-SINT-0017,ACEITE SEA 50 1 LT DIESEL EIFFEL,2024-11-01,0.0,0.0
ACEI-EIFFEL-SINT-0017,ACEITE SEA 50 1 LT DIESEL EIFFEL,2024-12-01,0.0,0.0
ACEI-EIFFEL-SINT-0017,ACEITE SEA 50 1 LT DIESEL EIFFEL,2025-01-01,0.0,0.0
ACEI-EIFFEL-SINT-0017,ACEITE SEA 50 1 LT DIESEL EIFFEL,2025-02-01,0.0,1200.0
ACEI-EIFFEL-SINT-0017,ACEITE SEA 50 1 LT DIESEL EIFFEL,2025-03-01,0.0,1200.0
ACEI-EIFFEL-SINT-0018,ACEITE SAE 50 CUBETA DIESEL EIFFEL,2025-04-01,1.0,55.0
ACEI-EIFFEL-SINT-0018,ACEITE SAE 50 CUBETA DIESEL EIFFEL,2025-05-01,0.0,55.0
ACEI-EIFFEL-SINT-0018,ACEITE SAE 50 CUBETA DIESEL EIFFEL,2025-06-01,0.0,55.0
ACEI-EIFFEL-SINT-0018,ACEITE SAE 50 CUBETA DIESEL EIFFEL,2024-07-01,0.0,0.0
ACEI-EIFFEL-SINT-0018,ACEITE SAE 50 CUBETA DIESEL EIFFEL,2024-08-01,0.0,0.0
ACEI-EIFFEL-SINT-0018,ACEITE SAE 50 CUBETA DIESEL EIFFEL,2024-09-01,0.0,0.0
ACEI-EIFFEL-SINT-0018,ACEITE SAE 50 CUBETA DIESEL EIFFEL,2024-10-01,0.0,0.0
ACEI-EIFFEL-SINT-0018,ACEITE SAE 50 CUBETA DIESEL EIFFEL,2024-11-01,0.0,0.0
ACEI-EIFFEL-SINT-0018,ACEITE SAE 50 CUBETA DIESEL EIFFEL,2024-12-01,0.0,0.0
ACEI-EIFFEL-SINT-0018,ACEITE SAE 50 CUBETA DIESEL EIFFEL,2025-01-01,0.0,0.0
ACEI-EIFFEL-SINT-0018,ACEITE SAE 50 CUBETA DIESEL EIFFEL,2025-02-01,0.0,56.0
ACEI-EIFFEL-SINT-0018,ACEITE SAE 50 CUBETA DIESEL EIFFEL,2025-03-01,0.0,56.0
ACEI-EIFFEL-SINT-0019,ACEITE 15W40 BARRIL (210LTS) S/SINT/DIESEL EIFFEL,2025-04-01,1.0,7.0
ACEI-EIFFEL-SINT-0019,ACEITE 15W40 BARRIL (210LTS) S/SINT/DIESEL EIFFEL,2025-05-01,1.0,6.0
ACEI-EIFFEL-SINT-0019,ACEITE 15W40 BARRIL (210LTS) S/SINT/DIESEL EIFFEL,2025-06-01,0.0,6.0
ACEI-EIFFEL-SINT-0019,ACEITE 15W40 BARRIL (210LTS) S/SINT/DIESEL EIFFEL,2024-07-01,0.0,0.0
ACEI-EIFFEL-SINT-0019,ACEITE 15W40 BARRIL (210LTS) S/SINT/DIESEL EIFFEL,2024-08-01,0.0,0.0
ACEI-EIFFEL-SINT-0019,ACEITE 15W40 BARRIL (210LTS) S/SINT/DIESEL EIFFEL,2024-09-01,0.0,0.0
ACEI-EIFFEL-SINT-0019,ACEITE 15W40 BARRIL (210LTS) S/SINT/DIESEL EIFFEL,2024-10-01,0.0,0.0
ACEI-EIFFEL-SINT-0019,ACEITE 15W40 BARRIL (210LTS) S/SINT/DIESEL EIFFEL,2024-11-01,0.0,0.0
ACEI-EIFFEL-SINT-0019,ACEITE 15W40 BARRIL (210LTS) S/SINT/DIESEL EIFFEL,2024-12-01,0.0,0.0
ACEI-EIFFEL-SINT-0019,ACEITE 15W40 BARRIL (210LTS) S/SINT/DIESEL EIFFEL,2025-01-01,0.0,0.0
ACEI-EIFFEL-SINT-0019,ACEITE 15W40 BARRIL (210LTS) S/SINT/DIESEL EIFFEL,2025-02-01,0.0,8.0
ACEI-EIFFEL-SINT-0019,ACEITE 15W40 BARRIL (210LTS) S/SINT/DIESEL EIFFEL,2025-03-01,0.0,8.0
ACEI-EIFFEL-SINT-0020,ACEITE 20W50 CUBETA DURAMX SILVER EIFFEL,2025-04-01,1.0,27.0
ACEI-EIFFEL-SINT-0020,ACEITE 20W50 CUBETA DURAMX SILVER EIFFEL,2025-05-01,0.0,27.0
ACEI-EIFFEL-SINT-0020,ACEITE 20W50 CUBETA DURAMX SILVER EIFFEL,2025-06-01,0.0,27.0
ACEI-EIFFEL-SINT-0020,ACEITE 20W50 CUBETA DURAMX SILVER EIFFEL,2024-07-01,0.0,0.0
ACEI-EIFFEL-SINT-0020,ACEITE 20W50 CUBETA DURAMX SILVER EIFFEL,2024-08-01,0.0,0.0
ACEI-EIFFEL-SINT-0020,ACEITE 20W50 CUBETA DURAMX SILVER EIFFEL,2024-09-01,0.0,0.0
ACEI-EIFFEL-SINT-0020,ACEITE 20W50 CUBETA DURAMX SILVER EIFFEL,2024-10-01,0.0,0.0
ACEI-EIFFEL-SINT-0020,ACEITE 20W50 CUBETA DURAMX SILVER EIFFEL,2024-11-01,0.0,0.0
ACEI-EIFFEL-SINT-0020,ACEITE 20W50 CUBETA DURAMX SILVER EIFFEL,2024-12-01,0.0,0.0
ACEI-EIFFEL-SINT-0020,ACEITE 20W50 CUBETA DURAMX SILVER EIFFEL,2025-01-01,0.0,0.0
ACEI-EIFFEL-SINT-0020,ACEITE 20W50 CUBETA DURAMX SILVER EIFFEL,2025-02-01,0.0,28.0
ACEI-EIFFEL-SINT-0020,ACEITE 20W50 CUBETA DURAMX SILVER EIFFEL,2025-03-01,0.0,28.0
ACEI-EIFFEL-SINT-0021,ACEITE 20W50 BARRIL (210 LTS) PETROL  SL EIFFEL,2025-04-01,0.0,4.0
ACEI-EIFFEL-SINT-0021,ACEITE 20W50 BARRIL (210 LTS) PETROL  SL EIFFEL,2025-05-01,0.0,4.0
ACEI-EIFFEL-SINT-0021,ACEITE 20W50 BARRIL (210 LTS) PETROL  SL EIFFEL,2025-06-01,0.0,4.0
ACEI-EIFFEL-SINT-0021,ACEITE 20W50 BARRIL (210 LTS) PETROL  SL EIFFEL,2024-07-01,0.0,0.0
ACEI-EIFFEL-SINT-0021,ACEITE 20W50 BARRIL (210 LTS) PETROL  SL EIFFEL,2024-08-01,0.0,0.0
ACEI-EIFFEL-SINT-0021,ACEITE 20W50 BARRIL (210 LTS) PETROL  SL EIFFEL,2024-09-01,0.0,0.0
ACEI-EIFFEL-SINT-0021,ACEITE 20W50 BARRIL (210 LTS) PETROL  SL EIFFEL,2024-10-01,0.0,0.0
ACEI-EIFFEL-SINT-0021,ACEITE 20W50 BARRIL (210 LTS) PETROL  SL EIFFEL,2024-11-01,0.0,0.0
ACEI-EIFFEL-SINT-0021,ACEITE 20W50 BARRIL (210 LTS) PETROL  SL EIFFEL,2024-12-01,0.0,0.0
ACEI-EIFFEL-SINT-0021,ACEITE 20W50 BARRIL (210 LTS) PETROL  SL EIFFEL,2025-01-01,0.0,0.0
ACEI-EIFFEL-SINT-0021,ACEITE 20W50 BARRIL (210 LTS) PETROL  SL EIFFEL,2025-02-01,0.0,4.0
ACEI-EIFFEL-SINT-0021,ACEITE 20W50 BARRIL (210 LTS) PETROL  SL EIFFEL,2025-03-01,0.0,4.0
ACEI-EIFFEL-SINT-0022,ACEITE DE MOTO 20W50 4T 1 LT SL PETROL EIFFEL,2025-04-01,43.0,1325.0
ACEI-EIFFEL-SINT-0022,ACEITE DE MOTO 20W50 4T 1 LT SL PETROL EIFFEL,2025-05-01,61.0,1264.0
ACEI-EIFFEL-SINT-0022,ACEITE DE MOTO 20W50 4T 1 LT SL PETROL EIFFEL,2025-06-01,0.0,1264.0
ACEI-EIFFEL-SINT-0022,ACEITE DE MOTO 20W50 4T 1 LT SL PETROL EIFFEL,2024-07-01,0.0,0.0
ACEI-EIFFEL-SINT-0022,ACEITE DE MOTO 20W50 4T 1 LT SL PETROL EIFFEL,2024-08-01,0.0,0.0
ACEI-EIFFEL-SINT-0022,ACEITE DE MOTO 20W50 4T 1 LT SL PETROL EIFFEL,2024-09-01,0.0,0.0
ACEI-EIFFEL-SINT-0022,ACEITE DE MOTO 20W50 4T 1 LT SL PETROL EIFFEL,2024-10-01,0.0,0.0
ACEI-EIFFEL-SINT-0022,ACEITE DE MOTO 20W50 4T 1 LT SL PETROL EIFFEL,2024-11-01,0.0,0.0
ACEI-EIFFEL-SINT-0022,ACEITE DE MOTO 20W50 4T 1 LT SL PETROL EIFFEL,2024-12-01,0.0,0.0
ACEI-EIFFEL-SINT-0022,ACEITE DE MOTO 20W50 4T 1 LT SL PETROL EIFFEL,2025-01-01,0.0,0.0
ACEI-EIFFEL-SINT-0022,ACEITE DE MOTO 20W50 4T 1 LT SL PETROL EIFFEL,2025-02-01,0.0,1368.0
ACEI-EIFFEL-SINT-0022,ACEITE DE MOTO 20W50 4T 1 LT SL PETROL EIFFEL,2025-03-01,0.0,1368.0
ACEI-EIFFEL-SSINT-0003,ACEITE 10W30 LTS GASL.S/SINT/PRESTI SILVER EIFFEL,2025-04-01,25.0,494.0
ACEI-EIFFEL-SSINT-0003,ACEITE 10W30 LTS GASL.S/SINT/PRESTI SILVER EIFFEL,2025-05-01,60.0,434.0
ACEI-EIFFEL-SSINT-0003,ACEITE 10W30 LTS GASL.S/SINT/PRESTI SILVER EIFFEL,2025-06-01,0.0,434.0
ACEI-EIFFEL-SSINT-0003,ACEITE 10W30 LTS GASL.S/SINT/PRESTI SILVER EIFFEL,2024-07-01,24.0,588.0
ACEI-EIFFEL-SSINT-0003,ACEITE 10W30 LTS GASL.S/SINT/PRESTI SILVER EIFFEL,2024-08-01,36.0,552.0
ACEI-EIFFEL-SSINT-0003,ACEITE 10W30 LTS GASL.S/SINT/PRESTI SILVER EIFFEL,2024-09-01,0.0,540.0
ACEI-EIFFEL-SSINT-0003,ACEITE 10W30 LTS GASL.S/SINT/PRESTI SILVER EIFFEL,2024-10-01,13.0,527.0
ACEI-EIFFEL-SSINT-0003,ACEITE 10W30 LTS GASL.S/SINT/PRESTI SILVER EIFFEL,2024-11-01,13.0,514.0
ACEI-EIFFEL-SSINT-0003,ACEITE 10W30 LTS GASL.S/SINT/PRESTI SILVER EIFFEL,2024-12-01,0.0,523.0
ACEI-EIFFEL-SSINT-0003,ACEITE 10W30 LTS GASL.S/SINT/PRESTI SILVER EIFFEL,2025-01-01,4.0,519.0
ACEI-EIFFEL-SSINT-0003,ACEITE 10W30 LTS GASL.S/SINT/PRESTI SILVER EIFFEL,2025-02-01,0.0,519.0
ACEI-EIFFEL-SSINT-0003,ACEITE 10W30 LTS GASL.S/SINT/PRESTI SILVER EIFFEL,2025-03-01,12.0,519.0
ACEI-EIFFEL-SSINT-0004,ACEITE 10W30 GARRAFA GASO. S/SINT/PRESTI SILVER EIFFEL API SP,2025-04-01,9.0,249.0
ACEI-EIFFEL-SSINT-0004,ACEITE 10W30 GARRAFA GASO. S/SINT/PRESTI SILVER EIFFEL API SP,2025-05-01,50.0,199.0
ACEI-EIFFEL-SSINT-0004,ACEITE 10W30 GARRAFA GASO. S/SINT/PRESTI SILVER EIFFEL API SP,2025-06-01,0.0,199.0
ACEI-EIFFEL-SSINT-0004,ACEITE 10W30 GARRAFA GASO. S/SINT/PRESTI SILVER EIFFEL API SP,2024-07-01,0.0,300.0
ACEI-EIFFEL-SSINT-0004,ACEITE 10W30 GARRAFA GASO. S/SINT/PRESTI SILVER EIFFEL API SP,2024-08-01,18.0,282.0
ACEI-EIFFEL-SSINT-0004,ACEITE 10W30 GARRAFA GASO. S/SINT/PRESTI SILVER EIFFEL API SP,2024-09-01,0.0,280.0
ACEI-EIFFEL-SSINT-0004,ACEITE 10W30 GARRAFA GASO. S/SINT/PRESTI SILVER EIFFEL API SP,2024-10-01,0.0,280.0
ACEI-EIFFEL-SSINT-0004,ACEITE 10W30 GARRAFA GASO. S/SINT/PRESTI SILVER EIFFEL API SP,2024-11-01,2.0,278.0
ACEI-EIFFEL-SSINT-0004,ACEITE 10W30 GARRAFA GASO. S/SINT/PRESTI SILVER EIFFEL API SP,2024-12-01,1.0,277.0
ACEI-EIFFEL-SSINT-0004,ACEITE 10W30 GARRAFA GASO. S/SINT/PRESTI SILVER EIFFEL API SP,2025-01-01,2.0,257.0
ACEI-EIFFEL-SSINT-0004,ACEITE 10W30 GARRAFA GASO. S/SINT/PRESTI SILVER EIFFEL API SP,2025-02-01,-2.0,259.0
ACEI-EIFFEL-SSINT-0004,ACEITE 10W30 GARRAFA GASO. S/SINT/PRESTI SILVER EIFFEL API SP,2025-03-01,2.0,258.0
ACEI-EIFFEL-SSINT-0006,ACEITE 15W40 GARRAFA DIESEL  S/SINT/VISTA TITANIUM EIFFEL,2025-04-01,25.0,358.0
ACEI-EIFFEL-SSINT-0006,ACEITE 15W40 GARRAFA DIESEL  S/SINT/VISTA TITANIUM EIFFEL,2025-05-01,43.0,315.0
ACEI-EIFFEL-SSINT-0006,ACEITE 15W40 GARRAFA DIESEL  S/SINT/VISTA TITANIUM EIFFEL,2025-06-01,0.0,315.0
ACEI-EIFFEL-SSINT-0006,ACEITE 15W40 GARRAFA DIESEL  S/SINT/VISTA TITANIUM EIFFEL,2024-07-01,12.0,192.0
ACEI-EIFFEL-SSINT-0006,ACEITE 15W40 GARRAFA DIESEL  S/SINT/VISTA TITANIUM EIFFEL,2024-08-01,66.0,126.0
ACEI-EIFFEL-SSINT-0006,ACEITE 15W40 GARRAFA DIESEL  S/SINT/VISTA TITANIUM EIFFEL,2024-09-01,0.0,119.0
ACEI-EIFFEL-SSINT-0006,ACEITE 15W40 GARRAFA DIESEL  S/SINT/VISTA TITANIUM EIFFEL,2024-10-01,-54.0,173.0
ACEI-EIFFEL-SSINT-0006,ACEITE 15W40 GARRAFA DIESEL  S/SINT/VISTA TITANIUM EIFFEL,2024-11-01,42.0,131.0
ACEI-EIFFEL-SSINT-0006,ACEITE 15W40 GARRAFA DIESEL  S/SINT/VISTA TITANIUM EIFFEL,2024-12-01,24.0,107.0
ACEI-EIFFEL-SSINT-0006,ACEITE 15W40 GARRAFA DIESEL  S/SINT/VISTA TITANIUM EIFFEL,2025-01-01,0.0,107.0
ACEI-EIFFEL-SSINT-0006,ACEITE 15W40 GARRAFA DIESEL  S/SINT/VISTA TITANIUM EIFFEL,2025-02-01,0.0,395.0
ACEI-EIFFEL-SSINT-0006,ACEITE 15W40 GARRAFA DIESEL  S/SINT/VISTA TITANIUM EIFFEL,2025-03-01,12.0,383.0
ACEI-EIFFEL-SSINT-0010,ACEITE 15W40 CUBETA DIESEL S/SINT/VISTA TIANIUM EIFFEL,2025-04-01,2.0,248.0
ACEI-EIFFEL-SSINT-0010,ACEITE 15W40 CUBETA DIESEL S/SINT/VISTA TIANIUM EIFFEL,2025-05-01,1.0,247.0
ACEI-EIFFEL-SSINT-0010,ACEITE 15W40 CUBETA DIESEL S/SINT/VISTA TIANIUM EIFFEL,2025-06-01,0.0,247.0
ACEI-EIFFEL-SSINT-0010,ACEITE 15W40 CUBETA DIESEL S/SINT/VISTA TIANIUM EIFFEL,2024-07-01,12.0,23.0
ACEI-EIFFEL-SSINT-0010,ACEITE 15W40 CUBETA DIESEL S/SINT/VISTA TIANIUM EIFFEL,2024-08-01,23.0,0.0
ACEI-EIFFEL-SSINT-0010,ACEITE 15W40 CUBETA DIESEL S/SINT/VISTA TIANIUM EIFFEL,2024-09-01,0.0,0.0
ACEI-EIFFEL-SSINT-0010,ACEITE 15W40 CUBETA DIESEL S/SINT/VISTA TIANIUM EIFFEL,2024-10-01,0.0,0.0
ACEI-EIFFEL-SSINT-0010,ACEITE 15W40 CUBETA DIESEL S/SINT/VISTA TIANIUM EIFFEL,2024-11-01,0.0,0.0
ACEI-EIFFEL-SSINT-0010,ACEITE 15W40 CUBETA DIESEL S/SINT/VISTA TIANIUM EIFFEL,2024-12-01,0.0,0.0
ACEI-EIFFEL-SSINT-0010,ACEITE 15W40 CUBETA DIESEL S/SINT/VISTA TIANIUM EIFFEL,2025-01-01,0.0,0.0
ACEI-EIFFEL-SSINT-0010,ACEITE 15W40 CUBETA DIESEL S/SINT/VISTA TIANIUM EIFFEL,2025-02-01,0.0,250.0
ACEI-EIFFEL-SSINT-0010,ACEITE 15W40 CUBETA DIESEL S/SINT/VISTA TIANIUM EIFFEL,2025-03-01,0.0,250.0
ACEI-EIFFEL-SSINT-0016,ACEITE 10W40 LTS GASO/DIESEL S/SINT/PRESTI ULTIMATE  EIFFEL,2025-04-01,1.0,544.0
ACEI-EIFFEL-SSINT-0016,ACEITE 10W40 LTS GASO/DIESEL S/SINT/PRESTI ULTIMATE  EIFFEL,2025-05-01,23.0,521.0
ACEI-EIFFEL-SSINT-0016,ACEITE 10W40 LTS GASO/DIESEL S/SINT/PRESTI ULTIMATE  EIFFEL,2025-06-01,0.0,521.0
ACEI-EIFFEL-SSINT-0016,ACEITE 10W40 LTS GASO/DIESEL S/SINT/PRESTI ULTIMATE  EIFFEL,2024-07-01,4.0,606.0
ACEI-EIFFEL-SSINT-0016,ACEITE 10W40 LTS GASO/DIESEL S/SINT/PRESTI ULTIMATE  EIFFEL,2024-08-01,72.0,534.0
ACEI-EIFFEL-SSINT-0016,ACEITE 10W40 LTS GASO/DIESEL S/SINT/PRESTI ULTIMATE  EIFFEL,2024-09-01,0.0,554.0
ACEI-EIFFEL-SSINT-0016,ACEITE 10W40 LTS GASO/DIESEL S/SINT/PRESTI ULTIMATE  EIFFEL,2024-10-01,0.0,554.0
ACEI-EIFFEL-SSINT-0016,ACEITE 10W40 LTS GASO/DIESEL S/SINT/PRESTI ULTIMATE  EIFFEL,2024-11-01,0.0,554.0
ACEI-EIFFEL-SSINT-0016,ACEITE 10W40 LTS GASO/DIESEL S/SINT/PRESTI ULTIMATE  EIFFEL,2024-12-01,5.0,549.0
ACEI-EIFFEL-SSINT-0016,ACEITE 10W40 LTS GASO/DIESEL S/SINT/PRESTI ULTIMATE  EIFFEL,2025-01-01,0.0,552.0
ACEI-EIFFEL-SSINT-0016,ACEITE 10W40 LTS GASO/DIESEL S/SINT/PRESTI ULTIMATE  EIFFEL,2025-02-01,-10.0,562.0
ACEI-EIFFEL-SSINT-0016,ACEITE 10W40 LTS GASO/DIESEL S/SINT/PRESTI ULTIMATE  EIFFEL,2025-03-01,17.0,545.0
ACEI-EUROL-ATF-0001,ACEITE ATF III MINERAL 5 LTS EUROL,2025-04-01,0.0,112.0
ACEI-EUROL-ATF-0001,ACEITE ATF III MINERAL 5 LTS EUROL,2025-05-01,1.0,111.0
ACEI-EUROL-ATF-0001,ACEITE ATF III MINERAL 5 LTS EUROL,2025-06-01,0.0,111.0
ACEI-EUROL-ATF-0001,ACEITE ATF III MINERAL 5 LTS EUROL,2024-07-01,0.0,0.0
ACEI-EUROL-ATF-0001,ACEITE ATF III MINERAL 5 LTS EUROL,2024-08-01,0.0,0.0
ACEI-EUROL-ATF-0001,ACEITE ATF III MINERAL 5 LTS EUROL,2024-09-01,0.0,120.0
